ID,Title,Description,Acceptance,Test_Method,Tools,Dev_Status,Review1_Status,Regression_Status,Files,Dependencies,Notes
ISSUE-0011,Admin auth core (JWT require_admin),JWT create/verify + require_admin dep; never log creds.,tests cover JWT + protected endpoint.,py -3.11 -m pytest -q backend/tests -k admin_auth,none,DONE,DONE,TODO,backend/app/core/security.py | backend/tests/test_admin_jwt.py,ISSUE-0005 | ISSUE-0006,priority:P0 milestone:M0 component:security estimate:M done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k admin_auth:ok
ISSUE-0012,API: GET /healthz,Health check endpoint; returns DB status; includes request_id.,/healthz returns 200 when DB ok; tests cover.,py -3.11 -m pytest -q backend/tests -k healthz,none,DONE,DONE,TODO,backend/app/api/public/healthz.py | backend/tests/test_healthz.py,ISSUE-0007 | ISSUE-0009,priority:P0 milestone:M0 component:backend estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k healthz:ok
ISSUE-0013,API: GET /version,/version returns build_time/version/git_commit; includes request_id.,/version returns JSON fields; tests cover.,py -3.11 -m pytest -q backend/tests -k version,none,DONE,DONE,TODO,backend/app/api/public/version.py | backend/tests/test_version.py,ISSUE-0007,priority:P0 milestone:M0 component:backend estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k version:ok
ISSUE-0014,Deploy: backend Dockerfile,Add backend/Dockerfile for api+worker image.,docker build succeeds.,docker build -f backend/Dockerfile .,none,DONE,DONE,TODO,backend/Dockerfile,ISSUE-0003,priority:P0 milestone:M0 component:deploy estimate:M done_at:2026-02-10 validation_limited:docker_daemon_unreachable(npipe_missing) manual_test:docker build -f backend/Dockerfile . evidence:docker_build:blocked risk:medium
ISSUE-0015,Deploy: docker-compose (api+worker),Add deploy/docker-compose.yml + env example; shared /data volume for sqlite.,docker compose config succeeds.,docker compose -f deploy/docker-compose.yml config,none,DONE,DONE,TODO,deploy/docker-compose.yml | deploy/.env.example,ISSUE-0014,priority:P0 milestone:M0 component:deploy estimate:M done_at:2026-02-10 evidence:docker compose -f deploy/docker-compose.yml config:ok
ISSUE-0016,Worker entrypoint skeleton,python -m app.worker; graceful shutdown; polling loop skeleton.,worker starts and exits cleanly; smoke test.,py -3.11 -m pytest -q backend/tests -k worker_smoke,none,DONE,DONE,TODO,backend/app/worker.py | backend/tests/test_worker_smoke.py,ISSUE-0009,priority:P0 milestone:M0 component:worker estimate:M done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k worker_smoke:ok
ISSUE-0017,Jobs claim algorithm (UPDATE..RETURNING),Implement SQLite claim algorithm + lock TTL + heartbeat renew per Worker doc.,tests: multi worker does not double-claim; TTL reclaim works.,py -3.11 -m pytest -q backend/tests -k jobs_claim,none,DONE,DONE,TODO,backend/app/jobs/claim.py | backend/tests/test_jobs_claim.py,ISSUE-0016,priority:P0 milestone:M0 component:worker estimate:L done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k jobs_claim:ok
ISSUE-0018,Jobs FSM + backoff + DLQ,Implement job status machine and retry/backoff and DLQ behavior.,tests cover transitions/backoff.,py -3.11 -m pytest -q backend/tests -k job_fsm,none,DONE,DONE,TODO,backend/app/jobs/model.py | backend/app/jobs/backoff.py | backend/tests/test_job_fsm.py,ISSUE-0017,priority:P0 milestone:M0 component:worker estimate:L done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k job_fsm:ok
ISSUE-0019,Worker dispatcher registry,type->handler registry; unknown type handled safely.,tests cover dispatch.,py -3.11 -m pytest -q backend/tests -k job_dispatch,none,DONE,DONE,TODO,backend/app/jobs/dispatch.py | backend/tests/test_job_dispatch.py,ISSUE-0018,priority:P0 milestone:M0 component:worker estimate:M done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k job_dispatch:ok
ISSUE-0020,DB migration: imports,Add Alembic revision for imports per 数据库结构-详细DDL.md.,migration creates imports; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*imports*.py,ISSUE-0010,priority:P0 milestone:M1 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(imports):ok
ISSUE-0021,ORM model: imports,Add SQLAlchemy model for imports.,model imports basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0020,priority:P0 milestone:M1 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0022,DB migration: images,Add Alembic revision for images per 数据库结构-详细DDL.md.,migration creates images; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*images*.py,ISSUE-0010,priority:P0 milestone:M1 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(images):ok
ISSUE-0023,ORM model: images,Add SQLAlchemy model for images.,model images basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0022,priority:P0 milestone:M1 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0024,DB migration: tags,Add Alembic revision for tags per 数据库结构-详细DDL.md.,migration creates tags; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*tags*.py,ISSUE-0010,priority:P0 milestone:M4 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(tags):ok
ISSUE-0025,ORM model: tags,Add SQLAlchemy model for tags.,model tags basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0024,priority:P0 milestone:M4 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0026,DB migration: image_tags,Add Alembic revision for image_tags per 数据库结构-详细DDL.md.,migration creates image_tags; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*image_tags*.py,ISSUE-0010,priority:P0 milestone:M4 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(image_tags):ok
ISSUE-0027,ORM model: image_tags,Add SQLAlchemy model for image_tags.,model image_tags basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0026,priority:P0 milestone:M4 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0028,DB migration: pixiv_tokens,Add Alembic revision for pixiv_tokens per 数据库结构-详细DDL.md.,migration creates pixiv_tokens; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*pixiv_tokens*.py,ISSUE-0010,priority:P0 milestone:M3 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(pixiv_tokens):ok
ISSUE-0029,ORM model: pixiv_tokens,Add SQLAlchemy model for pixiv_tokens.,model pixiv_tokens basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0028,priority:P0 milestone:M3 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0030,DB migration: proxy_endpoints,Add Alembic revision for proxy_endpoints per 数据库结构-详细DDL.md.,migration creates proxy_endpoints; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*proxy_endpoints*.py,ISSUE-0010,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(proxy_endpoints):ok
ISSUE-0031,ORM model: proxy_endpoints,Add SQLAlchemy model for proxy_endpoints.,model proxy_endpoints basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0030,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0032,DB migration: proxy_pools,Add Alembic revision for proxy_pools per 数据库结构-详细DDL.md.,migration creates proxy_pools; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*proxy_pools*.py,ISSUE-0010,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(proxy_pools):ok
ISSUE-0033,ORM model: proxy_pools,Add SQLAlchemy model for proxy_pools.,model proxy_pools basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0032,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0034,DB migration: proxy_pool_endpoints,Add Alembic revision for proxy_pool_endpoints per 数据库结构-详细DDL.md.,migration creates proxy_pool_endpoints; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*proxy_pool_endpoints*.py,ISSUE-0010,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(proxy_pool_endpoints):ok
ISSUE-0035,ORM model: proxy_pool_endpoints,Add SQLAlchemy model for proxy_pool_endpoints.,model proxy_pool_endpoints basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0034,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0036,DB migration: token_proxy_bindings,Add Alembic revision for token_proxy_bindings per 数据库结构-详细DDL.md.,migration creates token_proxy_bindings; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*token_proxy_bindings*.py,ISSUE-0010,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(token_proxy_bindings):ok
ISSUE-0037,ORM model: token_proxy_bindings,Add SQLAlchemy model for token_proxy_bindings.,model token_proxy_bindings basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0036,priority:P0 milestone:M2 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0038,DB migration: runtime_settings,Add Alembic revision for runtime_settings per 数据库结构-详细DDL.md.,migration creates runtime_settings; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*runtime_settings*.py,ISSUE-0010,priority:P0 milestone:M0 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(runtime_settings):ok
ISSUE-0039,ORM model: runtime_settings,Add SQLAlchemy model for runtime_settings.,model runtime_settings basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0038,priority:P0 milestone:M0 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0040,DB migration: jobs,Add Alembic revision for jobs per 数据库结构-详细DDL.md.,migration creates jobs; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*jobs*.py,ISSUE-0010,priority:P0 milestone:M0 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(jobs):ok
ISSUE-0041,ORM model: jobs,Add SQLAlchemy model for jobs.,model jobs basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0040,priority:P0 milestone:M0 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0042,DB migration: hydration_runs,Add Alembic revision for hydration_runs per 数据库结构-详细DDL.md.,migration creates hydration_runs; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*hydration_runs*.py,ISSUE-0010,priority:P0 milestone:M4 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(hydration_runs):ok
ISSUE-0043,ORM model: hydration_runs,Add SQLAlchemy model for hydration_runs.,model hydration_runs basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0042,priority:P0 milestone:M4 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0044,DB migration: request_logs,Add Alembic revision for request_logs per 数据库结构-详细DDL.md.,migration creates request_logs; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*request_logs*.py,ISSUE-0010,priority:P0 milestone:M7 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(request_logs):ok
ISSUE-0045,ORM model: request_logs,Add SQLAlchemy model for request_logs.,model request_logs basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0044,priority:P0 milestone:M7 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0046,DB migration: admin_audit,Add Alembic revision for admin_audit per 数据库结构-详细DDL.md.,migration creates admin_audit; upgrade head ok.,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic/versions/*admin_audit*.py,ISSUE-0010,priority:P0 milestone:M7 component:db estimate:S done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head(admin_audit):ok
ISSUE-0047,ORM model: admin_audit,Add SQLAlchemy model for admin_audit.,model admin_audit basic insert/select test passes.,py -3.11 -m pytest -q backend/tests -k models,none,DONE,DONE,TODO,backend/app/db/models/*,ISSUE-0046,priority:P0 milestone:M7 component:db estimate:S done_at:2026-02-10 evidence:py -3.11 -m pytest -q backend/tests -k models:ok
ISSUE-0048,TODO: 初始化仓库：`backend/` `frontend/` `deploy/`（验收：目录结构完成）,From TODO-全量Issue拆分.md §1: 初始化仓库：`backend/` `frontend/` `deploy/`（验收：目录结构完成）,Implement and verify: 初始化仓库：`backend/` `frontend/` `deploy/`（验收：目录结构完成）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/ | frontend/.gitkeep | deploy/docker-compose.yml,ISSUE-0002,priority:P0 milestone:M0 component:backend estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:dirs:backend|frontend|deploy
ISSUE-0049,TODO: 后端依赖管理（uv/poetry/pip-tools 三选一固定）（验收：可 reproducible install）,From TODO-全量Issue拆分.md §1: 后端依赖管理（uv/poetry/pip-tools 三选一固定）（验收：可 reproducible install）,Implement and verify: 后端依赖管理（uv/poetry/pip-tools 三选一固定）（验收：可 reproducible install）,pwsh -NoProfile -File scripts/verify_backend_install.ps1,none,DONE,DONE,TODO,requirements.in | requirements.txt | requirements-dev.in | requirements-dev.txt | backend/Dockerfile | scripts/verify_backend_install.ps1,ISSUE-0002,priority:P0 milestone:M0 component:backend estimate:S todo:derived chosen:pip-tools done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/verify_backend_install.ps1:ok
ISSUE-0050,TODO: FastAPI 入口 + `/healthz`（验收：API）,From TODO-全量Issue拆分.md §1: FastAPI 入口 + `/healthz`（验收：API）,Implement and verify: FastAPI 入口 + `/healthz`（验收：API）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/main.py | backend/app/api/public/healthz.py | backend/tests/test_healthz.py | docs/reviews/ISSUE-0050.md,ISSUE-0002,priority:P0 milestone:M0 component:backend estimate:S todo:derived superseded_by:ISSUE-0012 done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0051,TODO: `/version` 输出 build_time/commit/version（验收：API）,From TODO-全量Issue拆分.md §1: `/version` 输出 build_time/commit/version（验收：API）,Implement and verify: `/version` 输出 build_time/commit/version（验收：API）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/api/public/version.py | backend/tests/test_version.py | docs/reviews/ISSUE-0051.md,ISSUE-0002,priority:P0 milestone:M0 component:backend estimate:S todo:derived superseded_by:ISSUE-0013 done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0052,TODO: SQLite engine 初始化 + WAL pragma（验收：启动日志/DB pragma）,From TODO-全量Issue拆分.md §1: SQLite engine 初始化 + WAL pragma（验收：启动日志/DB pragma）,Implement and verify: SQLite engine 初始化 + WAL pragma（验收：启动日志/DB pragma）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/db/engine.py | backend/tests/test_sqlite_pragmas.py | docs/reviews/ISSUE-0052.md,ISSUE-0002,priority:P0 milestone:M0 component:db estimate:S todo:derived superseded_by:ISSUE-0009 done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0053,TODO: Alembic 初始化（验收：可生成/运行空迁移）,From TODO-全量Issue拆分.md §1: Alembic 初始化（验收：可生成/运行空迁移）,Implement and verify: Alembic 初始化（验收：可生成/运行空迁移）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/alembic.ini | backend/alembic/env.py | backend/alembic/versions/* | docs/reviews/ISSUE-0053.md,ISSUE-0002,priority:P0 milestone:M0 component:db estimate:S todo:derived superseded_by:ISSUE-0010 done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok evidence:alembic_upgrade_head:ok
ISSUE-0054,TODO: 基础配置系统（env + runtime_settings 合并）（验收：可在不重启下改设置）,From TODO-全量Issue拆分.md §1: 基础配置系统（env + runtime_settings 合并）（验收：可在不重启下改设置）,Implement and verify: 基础配置系统（env + runtime_settings 合并）（验收：可在不重启下改设置）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/core/runtime_settings.py | backend/app/core/effective_settings.py | backend/tests/test_effective_settings.py,ISSUE-0002,priority:P0 milestone:M0 component:backend estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0055,TODO: Dockerfile（后端）+ compose（api+worker）能启动（验收：docker compose up）,From TODO-全量Issue拆分.md §1: Dockerfile（后端）+ compose（api+worker）能启动（验收：docker compose up）,Implement and verify: Dockerfile（后端）+ compose（api+worker）能启动（验收：docker compose up）,docker compose -f deploy/docker-compose.yml config,none,DONE,DONE,TODO,backend/Dockerfile | deploy/docker-compose.yml | deploy/.env.example | docs/reviews/ISSUE-0055.md,ISSUE-0002,priority:P0 milestone:M0 component:deploy estimate:S todo:derived superseded_by:ISSUE-0014|ISSUE-0015 done_at:2026-02-10 evidence:docker_compose_config:ok
ISSUE-0056,TODO: 实现 `parse_pixiv_original_url()`（pximg host + `_p{n}`）（验收：TEST）,From TODO-全量Issue拆分.md §2: 实现 `parse_pixiv_original_url()`（pximg host + `_p{n}`）（验收：TEST）,Implement and verify: 实现 `parse_pixiv_original_url()`（pximg host + `_p{n}`）（验收：TEST）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/core/pixiv_urls.py | backend/tests/test_pixiv_urls.py,ISSUE-0002,priority:P0 milestone:M1 component:backend estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0057,TODO: 支持 ext 白名单（jpg/jpeg/png/gif/webp）（验收：TEST）,From TODO-全量Issue拆分.md §2: 支持 ext 白名单（jpg/jpeg/png/gif/webp）（验收：TEST）,Implement and verify: 支持 ext 白名单（jpg/jpeg/png/gif/webp）（验收：TEST）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/core/pixiv_urls.py | backend/tests/test_pixiv_urls.py,ISSUE-0002,priority:P0 milestone:M1 component:backend estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0058,TODO: 支持密码含 `@` 的 proxy uri 解析（验收：TEST）,From TODO-全量Issue拆分.md §2: 支持密码含 `@` 的 proxy uri 解析（验收：TEST）,Implement and verify: 支持密码含 `@` 的 proxy uri 解析（验收：TEST）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/core/proxy_uri.py | backend/tests/test_proxy_uri.py,ISSUE-0002,priority:P0 milestone:M1 component:backend estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0059,"TODO: images 表 unique(illust_id,page_index) upsert（验收：API+DB）","From TODO-全量Issue拆分.md §2: images 表 unique(illust_id,page_index) upsert（验收：API+DB）","Implement and verify: images 表 unique(illust_id,page_index) upsert（验收：API+DB）",pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/db/images_upsert.py | backend/tests/test_images_upsert.py,ISSUE-0002,priority:P0 milestone:M1 component:db estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0060,TODO: `POST /admin/api/imports`（json 文本）（验收：API）,From TODO-全量Issue拆分.md §2: `POST /admin/api/imports`（json 文本）（验收：API）,Implement and verify: `POST /admin/api/imports`（json 文本）（验收：API）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/api/admin/imports.py | backend/app/api/admin/deps.py | backend/app/api/admin/router.py | backend/app/main.py | backend/tests/test_admin_imports_json.py,ISSUE-0002,priority:P0 milestone:M1 component:backend estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
ISSUE-0061,TODO: `POST /admin/api/imports`（multipart 文件）（验收：API）,From TODO-全量Issue拆分.md §2: `POST /admin/api/imports`（multipart 文件）（验收：API）,Implement and verify: `POST /admin/api/imports`（multipart 文件）（验收：API）,pwsh -NoProfile -File scripts/test_backend.ps1,none,DONE,DONE,TODO,backend/app/api/admin/imports.py | backend/tests/test_admin_imports_json.py | requirements.in | requirements.txt | requirements-dev.txt,ISSUE-0002,priority:P0 milestone:M1 component:backend estimate:S todo:derived done_at:2026-02-10 evidence:pwsh -NoProfile -File scripts/test_backend.ps1:ok
